order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,delivery_hours,late_delivery
O00301,C0181,Business,2024-05-17 03:03:00,6,EAST,Riverside,Medium,63.32,App,0,,,,,,,,,,,,,41,West,Consumer,2024-06-01 17:58:00,51.2,67.7,App,Dormant,,0
O00302,C0558,Retail,2025-07-10 16:13:00,24,RiverSide,CENTRAL,High,228.25,Web,0,DL00053,D018,V099,H01,2025-07-10 18:38:00,2025-07-11 17:06:29.590655,OnTime,14.14,0.0,0.0,3.63,10.32,23,SOUTH,Consumer,2024-06-29 19:47:00,64.3,38.5,Phone,Active,22.474886293055558,0
O00303,C0514,Retail,2025-07-22 05:16:00,4,Central,South,Medium,48.67,Web,0,DL00230,D055,V037,H06,2025-07-22 05:41:00,2025-07-23 00:56:58.415169,Failed,14.85,1.0,0.0,2.34,13.21,22,RiverSide,Consumer,2024-11-09 20:26:00,65.9,76.4,App,Active,19.26622643583333,0
O00304,C0253,Passenger,2025-09-12 11:47:00,12,EAST,RiverSide,High,134.68,App,0,,,,,,,,,,,,,48,West,Consumer,2024-01-04 14:51:00,49.4,38.5,App,Active,,0
O00305,C0322,Parcel,2024-06-01 05:55:00,24,Riverside,AIRPORT,Low,46.14,Phone,0,,,,,,,,,,,,,77,Ctr,Consumer,2025-05-24 17:14:00,79.2,60.9,App,Active,,0
O00306,C0613,Passenger,2024-06-14 16:01:00,4,NORTH,NORTH,Low,42.22,Phone,0,DL00486,D052,V114,H01,2024-06-14 17:09:00,2024-06-15 05:57:57.188614,Failed,14.52,0.0,1.0,4.61,14.81,40,North,Consumer,2025-06-03 00:10:00,45.5,60.7,App,Suspended,12.81588572611111,0
O00307,C0343,Parcel,2024-12-25 22:15:00,4,EAST,Riverside,Low,73.14,App,0,,,,,,,,,,,,,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,,0
O00308,C0458,Passenger,2025-03-28 15:13:00,12,Airport,WEST,Medium,100.44,API,0,DL00659,D046,V082,H02,2025-03-28 16:40:00,2025-03-29 03:35:29.941238,OnTime,34.92,2.0,0.0,4.31,16.73,37,Ctr,Enterprise,2024-07-01 14:38:00,61.5,51.7,App,Active,10.924983677222222,0
O00309,C0073,Parcel,2025-10-13 11:57:00,1,South,Airport,Medium,175.54,Phone,0,,,,,,,,,,,,,48,EAST,Consumer,2024-02-23 03:00:00,55.7,52.9,Phone,Active,,0
O00310,C0094,Retail,2025-02-02 14:13:00,24,Central,WEST,High,28.08,App,0,,,,,,,,,,,,,22,Riverside,Consumer,2025-05-29 10:40:00,58.0,61.6,Phone,Active,,0
O00311,C0215,Medical,2024-11-27 00:06:00,12,Central,SOUTH,High,167.59,Phone,0,,,,,,,,,,,,,67,NORTH,SME,2024-09-18 13:10:00,64.4,51.4,App,Active,,0
O00312,C0164,Passenger,2025-11-06 23:00:00,6,East,East,Medium,124.24,App,0,DL00569,D066,V116,H01,2025-11-07 01:03:00,2025-11-07 05:18:29.822078,OnTime,20.95,1.0,0.0,4.56,19.6,78,West,Consumer,2024-08-12 23:06:00,70.9,60.8,App,Active,4.258283910555555,0
O00313,C0616,Medical,2024-03-08 20:58:00,24,SOUTH,north,Low,11.11,App,0,DL00004,D116,V055,H02,2024-03-08 23:31:00,2024-03-09 23:30:08.103702,Delayed,16.42,0.0,0.0,4.18,13.62,49,RiverSide,Consumer,2024-11-30 06:56:00,65.9,78.2,Phone,Active,23.985584361666664,0
O00314,C0626,Medical,2025-02-15 21:55:00,6,EAST,EAST,High,39.37,Web,0,,,,,,,,,,,,,45,SOUTH,Consumer,2025-08-01 05:09:00,61.6,6.0,Phone,Active,,0
O00315,C0494,Parcel,2024-12-25 01:14:00,4,north,South,Low,159.29,App,0,DL00532,D009,V104,H02,2024-12-25 03:30:00,2024-12-25 08:59:02.760085,OnTime,16.49,1.0,0.0,4.55,10.37,34,north,Consumer,2024-06-24 02:06:00,77.0,90.3,Phone,Active,5.484100023611112,0
O00316,C0094,Medical,2025-07-31 12:26:00,6,West,WEST,Low,53.63,App,0,DL00777,D064,V088,H05,2025-07-31 14:43:00,2025-07-31 20:19:26.952510,OnTime,13.91,0.0,0.0,3.58,13.71,22,Riverside,Consumer,2025-05-29 10:40:00,58.0,61.6,Phone,Active,5.607486808333333,0
O00317,C0094,Passenger,2025-01-19 21:40:00,6,RiverSide,WEST,High,236.09,App,1,DL00734,D106,V089,H02,2025-01-19 23:25:00,2025-01-20 05:14:31.689455,OnTime,12.54,0.0,0.0,3.99,12.79,22,Riverside,Consumer,2025-05-29 10:40:00,58.0,61.6,Phone,Active,5.825469293055556,0
O00318,C0009,Retail,2024-08-17 00:16:00,6,RiverSide,South,Low,84.27,Web,1,DL00602,D157,V009,H03,2024-08-17 01:09:00,2024-08-17 11:45:54.685050,Delayed,7.02,1.0,1.0,2.86,11.51,34,South,Consumer,2025-08-02 03:14:00,62.6,40.8,App,Active,10.615190291666666,0
O00319,C0335,Business,2024-01-22 08:45:00,24,Ctr,AIRPORT,Low,124.48,App,0,DL00570,D017,V028,H08,2024-01-22 10:23:00,2024-01-23 06:55:15.896869,OnTime,20.67,1.0,0.0,5.0,9.88,33,NORTH,SME,2025-08-11 11:08:00,45.3,34.6,App,Active,20.537749130277778,0
O00320,C0519,Parcel,2025-03-20 07:14:00,1,Central,WEST,High,97.13,Phone,0,,,,,,,,,,,,,64,East,Enterprise,2024-01-04 19:31:00,56.4,56.2,Phone,Active,,0
O00321,C0016,Medical,2024-12-28 06:20:00,4,Central,West,Medium,97.42,Web,0,,,,,,,,,,,,,21,Riverside,Consumer,2025-08-07 09:35:00,42.7,50.9,Web,Active,,0
O00322,C0495,Business,2025-03-11 20:17:00,4,Ctr,SOUTH,High,61.55,App,0,DL00494,D072,V058,H08,2025-03-11 22:48:00,2025-03-12 01:38:13.776857,OnTime,14.05,2.0,0.0,4.29,11.2,20,Ctr,Consumer,2025-01-27 15:48:00,65.3,33.3,App,Dormant,2.8371602380555556,0
O00323,C0487,Retail,2024-11-01 15:13:00,4,South,north,Low,22.09,Phone,0,DL00708,D089,V035,H07,2024-11-01 15:56:00,2024-11-01 20:54:40.422808,OnTime,7.15,1.0,0.0,4.49,3.79,61,East,SME,2024-06-15 04:00:00,63.9,88.5,Web,Active,4.9778952244444445,0
O00324,C0019,Passenger,2025-08-06 05:30:00,1,South,Riverside,High,131.3,App,1,DL00546,D095,V052,H04,2025-08-06 07:36:00,2025-08-06 06:15:57.544779,OnTime,8.95,2.0,0.0,4.11,10.57,67,Riverside,Consumer,2024-07-11 11:06:00,50.3,65.5,App,Dormant,-1.3340153391666667,0
O00325,C0259,Passenger,2024-09-30 04:52:00,2,north,South,Medium,70.71,Web,0,DL00253,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,OnTime,5.12,1.0,0.0,4.24,9.16,43,Central,Consumer,2024-07-29 07:47:00,78.3,42.2,App,Dormant,1.439620526111111,0
O00326,C0178,Passenger,2024-11-03 09:05:00,12,WEST,WEST,Medium,242.48,Web,0,DL00742,D056,V033,H06,2024-11-03 10:06:00,2024-11-04 02:59:58.168600,Delayed,13.55,0.0,1.0,2.51,15.1,45,EAST,Consumer,2024-07-04 08:48:00,58.0,16.1,Phone,Active,16.899491277777777,0
O00327,C0435,Retail,2024-12-05 00:31:00,4,NORTH,north,Low,90.61,API,0,DL00612,D166,V022,H07,2024-12-05 03:28:00,2024-12-05 03:46:56.748222,OnTime,8.47,1.0,0.0,4.42,13.57,27,East,Consumer,2025-12-27 14:11:00,47.2,43.9,App,Active,0.315763395,0
O00328,C0491,Business,2024-09-12 05:20:00,2,East,South,Medium,37.78,App,0,DL00687,D168,V072,H06,2024-09-12 07:45:00,2024-09-12 07:31:07.085573,OnTime,16.38,2.0,0.0,5.0,15.23,60,Ctr,Consumer,2025-01-14 23:32:00,48.6,57.6,Web,Active,-0.23136511861111111,0
O00329,C0278,Parcel,2025-11-30 19:38:00,6,Central,South,Medium,7.02,Web,1,,,,,,,,,,,,,30,RiverSide,SME,2025-04-14 02:52:00,95.2,74.7,,Suspended,,0
O00330,C0172,Medical,2025-04-08 06:37:00,1,West,Riverside,Medium,49.61,Web,0,,,,,,,,,,,,,28,north,Consumer,2025-04-14 14:45:00,75.4,67.4,,Active,,0
O00331,C0399,Parcel,2024-02-23 06:54:00,6,RiverSide,East,Medium,36.77,App,0,DL00338,D085,V053,H05,2024-02-23 09:42:00,2024-02-23 14:36:51.779770,OnTime,12.27,2.0,0.0,4.32,14.93,61,East,SME,2024-05-06 17:48:00,93.0,54.8,Phone,Active,4.9143832694444445,0
O00332,C0110,Business,2025-01-04 01:49:00,12,North,RiverSide,Medium,93.33,Phone,0,DL00921,D063,V108,H08,2025-01-04 02:49:00,2025-01-05 01:59:36.355790,Failed,6.36,0.0,0.0,2.34,9.47,63,EAST,Consumer,2025-10-20 02:53:00,,59.4,Phone,Active,23.176765497222224,0
O00333,C0123,Medical,2025-03-25 05:27:00,6,EAST,Central,Medium,71.97,App,0,DL00745,D092,V072,H07,2025-03-25 06:36:00,2025-03-25 23:16:54.876514,Failed,11.35,0.0,0.0,4.29,13.37,56,SOUTH,SME,2025-07-15 17:08:00,76.8,40.6,App,Active,16.681910142777777,0
O00334,C0500,Parcel,2024-05-23 09:43:00,4,RiverSide,SOUTH,High,62.54,API,0,DL00134,D135,V071,H03,2024-05-23 12:01:00,2024-05-23 14:46:57.080638,OnTime,13.27,0.0,0.0,3.88,7.63,47,EAST,Consumer,2025-12-30 19:44:00,90.6,20.6,App,Active,2.7658557327777777,0
O00335,C0482,Passenger,2024-01-26 03:09:00,24,North,Airport,High,227.61,API,1,DL00927,D152,V077,H01,2024-01-26 03:48:00,2024-01-27 03:24:27.480673,OnTime,5.36,0.0,0.0,5.0,13.63,73,Riverside,Enterprise,2025-02-04 23:25:00,74.8,54.1,Web,Active,23.607633520277776,0
O00336,C0115,Retail,2024-01-10 04:58:00,6,West,Ctr,Critical,108.38,App,0,DL00944,D009,V067,H06,2024-01-10 06:09:00,2024-01-10 10:20:19.874213,OnTime,16.01,2.0,0.0,4.04,12.32,38,AIRPORT,Consumer,2025-10-13 10:05:00,69.8,98.5,Web,Active,4.188853948055555,0
O00337,C0463,Retail,2024-11-05 04:32:00,6,West,AIRPORT,Critical,68.13,App,1,DL00516,D141,V117,H01,2024-11-05 06:45:00,2024-11-05 16:55:42.237731,Delayed,21.23,2.0,0.0,1.57,10.77,39,RiverSide,Consumer,2024-12-14 04:02:00,49.2,33.6,App,Dormant,10.178399369722223,0
O00338,C0648,Passenger,2024-12-26 03:48:00,6,RiverSide,Riverside,Medium,38.31,App,0,DL00865,D148,V042,H01,2024-12-26 06:10:00,2024-12-26 11:25:57.005387,OnTime,7.72,0.0,0.0,3.6,16.7,47,Airport,Consumer,2025-01-11 10:49:00,57.2,74.0,App,Active,5.265834829722222,0
O00339,C0301,Medical,2024-06-21 14:43:00,2,Airport,North,High,238.92,Web,0,,,,,,,,,,,,,40,RiverSide,SME,2024-02-19 08:06:00,58.6,68.6,Phone,Dormant,,0
O00340,C0127,Retail,2025-02-10 02:26:00,2,Ctr,Airport,High,89.8,App,0,DL00234,D056,V028,H01,2025-02-10 03:37:00,2025-02-10 06:18:46.049848,OnTime,13.52,1.0,0.0,2.88,6.77,32,WEST,SME,2024-07-18 06:01:00,77.0,51.5,Web,Active,2.6961249577777777,0
O00341,C0026,Retail,2024-12-13 20:58:00,4,RiverSide,EAST,Medium,36.59,App,0,,,,,,,,,,,,,34,NORTH,Enterprise,2024-09-11 05:44:00,70.6,74.8,Phone,Active,,0
O00342,C0643,Passenger,2025-11-12 22:25:00,6,north,SOUTH,Low,187.9,Web,0,DL00630,D153,V004,H08,2025-11-13 00:22:00,2025-11-13 04:27:35.276518,OnTime,13.33,0.0,0.0,3.97,5.52,33,North,Consumer,2024-04-10 20:13:00,73.6,60.0,Web,Active,4.093132366111111,0
O00343,C0184,Business,2024-12-09 01:37:00,2,Ctr,SOUTH,Medium,81.36,App,0,DL00347,D026,V030,H03,2024-12-09 02:01:00,2024-12-09 11:31:00.186861,Delayed,15.62,0.0,1.0,3.94,18.0,59,South,SME,2024-10-12 01:51:00,67.8,76.5,App,Active,9.500051905833335,0
O00344,C0594,Parcel,2024-08-28 06:50:00,6,CENTRAL,North,Medium,104.62,API,1,DL00565,D151,V022,H06,2024-08-28 08:16:00,2024-08-28 10:17:14.247044,OnTime,14.95,2.0,0.0,3.82,8.75,70,East,Consumer,2025-10-20 16:41:00,97.4,22.5,Web,Active,2.020624178888889,0
O00345,C0337,Retail,2025-10-04 22:00:00,6,East,CENTRAL,High,27.35,Phone,0,DL00544,D154,V082,H08,2025-10-04 22:41:00,2025-10-05 13:48:30.623730,Delayed,13.93,2.0,0.0,3.17,8.53,71,NORTH,Consumer,2025-10-06 06:05:00,45.8,52.4,Web,Active,15.125173258333334,0
O00346,C0500,Retail,2024-02-08 04:32:00,2,Riverside,East,Medium,84.74,App,0,,,,,,,,,,,,,47,EAST,Consumer,2025-12-30 19:44:00,90.6,20.6,App,Active,,0
O00347,C0004,Parcel,2025-09-01 07:36:00,12,SOUTH,SOUTH,Medium,78.58,,0,DL00335,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,OnTime,12.56,0.0,0.0,4.4,15.64,75,CENTRAL,Consumer,2025-08-19 01:58:00,32.5,33.0,App,Active,11.259154015,0
O00348,C0372,Parcel,2025-03-16 22:06:00,2,NORTH,SOUTH,High,58.25,Web,0,DL00409,D047,V094,H04,2025-03-17 00:31:00,2025-03-16 22:30:00.000000,OnTime,8.1,0.0,0.0,2.89,10.1,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,-2.0166666666666666,0
O00349,C0161,Business,2024-01-21 01:57:00,2,NORTH,Central,Medium,55.21,API,0,,,,,,,,,,,,,42,north,Consumer,2024-06-07 22:41:00,87.1,36.6,App,Active,,0
O00350,C0197,Retail,2024-11-20 02:56:00,4,East,WEST,High,13.42,App,0,DL00666,D055,V066,H05,2024-11-20 04:37:00,2024-11-20 06:18:52.302593,OnTime,5.38,0.0,0.0,4.67,10.56,29,RiverSide,Consumer,2024-11-08 16:48:00,58.4,62.0,App,Active,1.697861831388889,0
O00351,C0259,Parcel,2024-04-22 03:31:00,1,AIRPORT,WEST,Medium,20.77,Web,1,DL00525,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,OnTime,28.2,2.0,0.0,4.04,19.16,43,Central,Consumer,2024-07-29 07:47:00,78.3,42.2,App,Dormant,0.6407822,0
O00352,C0097,Parcel,2024-05-19 16:27:00,4,Airport,North,Low,271.29,App,0,DL00287,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,OnTime,36.08,2.0,0.0,4.24,24.5,46,Airport,SME,2025-02-14 23:51:00,55.6,39.2,Web,Active,4.4068188713888885,0
O00353,C0354,Business,2024-01-03 05:14:00,4,WEST,Airport,Low,135.85,Phone,0,,,,,,,,,,,,,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active,,0
O00354,C0154,Parcel,2025-12-02 17:09:00,2,EAST,Riverside,Low,78.37,Web,0,DL00101,D141,V115,H06,2025-12-02 18:06:00,2025-12-02 19:18:47.006775,OnTime,21.63,0.0,0.0,4.12,14.3,23,EAST,SME,2024-09-22 17:57:00,47.5,60.1,Phone,Active,1.2130574375,0
O00355,C0006,Passenger,2025-10-10 23:34:00,4,Riverside,Riverside,Medium,59.47,App,0,DL00912,D011,V095,H02,2025-10-11 00:12:00,2025-10-11 15:59:08.940020,Delayed,21.47,2.0,0.0,3.69,9.33,41,WEST,Consumer,2024-03-29 13:26:00,39.9,43.3,Web,Active,15.785816672222223,0
O00356,C0430,Medical,2025-05-27 03:33:00,4,RiverSide,AIRPORT,Medium,64.6,App,0,DL00817,D097,V078,H01,2025-05-27 05:41:00,2025-05-27 07:33:29.622512,OnTime,10.07,0.0,0.0,3.25,17.74,29,EAST,Consumer,2025-05-08 17:34:00,38.3,87.0,Web,Active,1.8748951422222222,0
O00357,C0608,Retail,2024-12-28 15:58:00,2,Central,South,Medium,171.28,Phone,0,DL00608,D143,V042,H01,2024-12-28 16:27:00,2024-12-28 16:28:21.233113,OnTime,9.33,2.0,0.0,4.24,8.18,46,WEST,SME,2024-02-23 08:40:00,56.0,63.9,Phone,Active,0.022564753611111113,0
O00358,C0273,Passenger,2024-03-20 11:13:00,4,Riverside,CENTRAL,Low,94.51,App,0,DL00048,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50.892104,Delayed,7.37,0.0,0.0,3.33,14.67,61,South,Consumer,2025-06-12 09:29:00,23.8,56.7,App,Active,4.530803362222223,0
O00359,C0048,Passenger,2024-08-17 23:04:00,24,EAST,CENTRAL,High,134.58,Web,0,DL00510,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,OnTime,12.07,0.0,0.0,4.04,18.19,19,RiverSide,SME,2024-10-21 04:47:00,48.5,53.8,App,Active,21.588850707222225,0
O00360,C0506,Passenger,2024-10-06 22:11:00,1,CENTRAL,Central,High,111.56,App,0,,,,,,,,,,,,,19,Airport,Enterprise,2025-06-14 05:24:00,56.3,62.0,App,Active,,0
O00361,C0345,Business,2024-01-16 08:17:00,1,East,South,Low,256.22,App,0,DL00613,D102,V020,H04,2024-01-16 11:16:00,2024-01-16 10:11:31.409394,OnTime,14.31,2.0,0.0,4.93,15.26,18,North,Consumer,2025-06-24 14:28:00,93.5,56.9,Web,Active,-1.0746085016666667,0
O00362,C0586,Medical,2024-03-11 01:12:00,4,Central,RiverSide,High,43.69,Phone,0,,,,,,,,,,,,,47,CENTRAL,Consumer,2024-09-11 05:57:00,87.4,66.2,App,Active,,0
O00363,C0230,Passenger,2025-06-04 01:26:00,4,RiverSide,South,High,35.91,App,1,DL00170,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,OnTime,10.59,0.0,0.0,4.07,10.74,70,AIRPORT,Consumer,2024-09-27 02:09:00,62.2,59.9,Web,Active,1.7293965022222222,0
O00364,C0354,Medical,2025-07-23 11:17:00,12,WEST,CENTRAL,Critical,114.81,App,0,,,,,,,,,,,,,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active,,0
O00365,C0237,Medical,2024-01-11 10:44:00,4,EAST,West,Low,21.18,Phone,1,DL00662,D118,V013,H03,2024-01-11 13:00:00,2024-01-11 14:14:42.407650,OnTime,21.14,0.0,0.0,4.62,16.89,40,SOUTH,Consumer,2024-11-29 23:31:00,30.0,51.8,Web,Active,1.2451132361111112,0
O00366,C0592,Business,2024-02-12 20:29:00,24,CENTRAL,South,High,52.46,App,0,DL00369,D011,V044,H05,2024-02-12 22:37:00,2024-02-14 06:15:16.530828,Delayed,13.48,0.0,0.0,1.44,12.48,54,West,Consumer,2024-07-20 04:26:00,33.2,33.1,App,Active,31.63792523,0
O00367,C0162,Passenger,2025-07-11 09:35:00,4,SOUTH,NORTH,High,46.71,Phone,0,,,,,,,,,,,,,61,Airport,Enterprise,2025-11-07 11:09:00,63.7,76.9,Web,Suspended,,0
O00368,C0552,Business,2024-12-04 22:26:00,4,Central,north,High,89.38,App,1,DL00803,D080,V093,H05,2024-12-05 00:47:00,2024-12-05 02:50:15.142329,OnTime,13.02,3.0,0.0,3.98,12.99,41,north,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active,2.0542062025,0
O00369,C0093,Business,2024-10-02 12:27:00,6,Ctr,Riverside,Medium,70.75,Phone,0,DL00824,D036,V080,H02,2024-10-02 13:42:00,2024-10-03 02:44:49.779290,Failed,10.19,2.0,0.0,4.45,7.81,48,North,Consumer,2024-08-16 17:34:00,41.2,56.3,App,Active,13.047160913888888,0
O00370,C0021,Parcel,2024-11-21 17:26:00,4,SOUTH,SOUTH,High,74.04,Phone,0,DL00070,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39.434015,OnTime,16.35,0.0,0.0,4.64,18.11,30,CENTRAL,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,3.344287226388889,0
O00371,C0530,Business,2025-01-27 04:24:00,4,north,North,Medium,73.83,Web,1,DL00766,D082,V088,H07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,Failed,10.55,0.0,0.0,2.58,13.84,28,West,SME,2025-05-31 12:41:00,55.9,35.1,Partner API,Active,7.913108956111111,0
O00372,C0536,Parcel,2025-01-29 13:51:00,2,SOUTH,Riverside,Low,57.99,App,1,DL00936,D087,V098,H03,2025-01-29 15:05:00,2025-01-29 14:49:44.580725,OnTime,5.84,2.0,0.0,4.74,11.21,56,north,Consumer,2024-08-14 02:53:00,54.5,88.4,App,Active,-0.25428313194444446,0
O00373,C0372,Parcel,2024-05-26 20:00:00,24,North,Central,Medium,95.4,App,0,,,,,,,,,,,,,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,,0
O00374,C0343,Parcel,2024-09-01 19:32:00,24,NORTH,RiverSide,Medium,93.34,Web,0,,,,,,,,,,,,,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,,0
O00375,C0012,Medical,2024-09-17 22:39:00,4,Central,East,High,150.39,Phone,0,DL00205,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,OnTime,7.16,3.0,0.0,4.17,12.58,60,Airport,Consumer,2025-02-10 01:14:00,46.3,74.4,App,Active,2.7928970591666666,0
O00376,C0286,Passenger,2025-01-21 07:52:00,12,NORTH,West,Critical,33.38,API,0,DL00151,D131,V048,H03,2025-01-21 09:34:00,2025-01-21 19:14:52.380038,OnTime,12.77,1.0,0.0,4.77,10.12,59,East,Consumer,2024-04-25 22:23:00,87.7,51.5,Web,Active,9.681216677222222,0
O00377,C0131,Retail,2024-07-22 21:07:00,12,AIRPORT,East,Medium,213.06,App,1,DL00361,D007,V051,H07,2024-07-22 23:59:00,2024-07-23 12:06:00.358864,OnTime,25.24,0.0,0.0,4.4,13.28,68,South,Consumer,2025-07-11 13:53:00,57.2,75.8,Web,Active,12.116766351111112,0
O00378,C0485,Retail,2024-03-29 19:50:00,6,North,NORTH,High,172.56,Web,1,,,,,,,,,,,,,41,RiverSide,SME,2024-04-02 12:36:00,52.4,27.0,App,Active,,0
O00379,C0648,Parcel,2024-02-04 22:03:00,4,North,East,Medium,52.58,Web,0,,,,,,,,,,,,,47,Airport,Consumer,2025-01-11 10:49:00,57.2,74.0,App,Active,,0
O00380,C0057,Passenger,2025-02-19 22:35:00,6,NORTH,North,Low,95.96,App,0,DL00783,D099,V015,H07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,Failed,8.95,2.0,1.0,1.67,16.86,29,north,Consumer,2024-06-03 07:42:00,68.2,37.1,Web,Active,20.095782235277778,0
O00381,C0420,Parcel,2024-11-28 21:41:00,24,EAST,WEST,Low,67.67,Web,0,DL00861,D056,V094,H05,2024-11-29 00:04:00,2024-11-29 21:39:14.831680,OnTime,18.99,0.0,0.0,4.91,16.77,30,North,Enterprise,2025-01-30 08:58:00,63.0,79.9,App,Active,21.587453244444447,0
O00382,C0463,Retail,2025-03-29 17:42:00,6,CENTRAL,RiverSide,High,54.18,API,0,,,,,,,,,,,,,39,RiverSide,Consumer,2024-12-14 04:02:00,49.2,33.6,App,Dormant,,0
O00383,C0442,Retail,2024-11-19 14:36:00,4,WEST,East,Critical,109.08,App,0,DL00776,D036,V069,H02,2024-11-19 17:12:00,2024-11-19 15:56:11.367810,OnTime,15.59,0.0,0.0,4.41,14.25,23,WEST,Consumer,2025-01-16 08:47:00,51.5,53.9,App,Active,-1.2635089416666667,0
O00384,C0469,Medical,2024-01-01 15:47:00,4,Ctr,Central,Low,12.58,Web,0,DL00890,D103,V020,H03,2024-01-01 16:28:00,2024-01-02 02:33:42.522654,Delayed,9.61,0.0,0.0,3.51,9.44,20,north,Consumer,2024-11-15 02:13:00,,60.5,App,Active,10.095145181666666,0
O00385,C0646,Passenger,2025-10-24 15:32:00,4,Riverside,RiverSide,Medium,226.69,Phone,0,DL00688,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05.729635,OnTime,17.58,0.0,0.0,4.16,13.79,64,SOUTH,SME,2024-12-25 08:59:00,71.4,32.6,App,Active,0.7515915652777778,0
O00386,C0250,Medical,2024-12-16 18:34:00,6,CENTRAL,Ctr,Medium,95.67,Web,0,DL00731,D158,V042,H05,2024-12-16 21:08:00,2024-12-17 15:02:20.510372,Failed,18.68,3.0,1.0,3.05,12.76,58,West,SME,2024-02-21 20:01:00,,63.6,App,Suspended,17.905697325555554,0
O00387,C0470,Passenger,2025-01-24 07:52:00,1,South,EAST,High,107.34,Phone,0,,,,,,,,,,,,,39,East,SME,2024-02-02 15:35:00,45.1,57.8,App,Active,,0
O00388,C0292,Retail,2025-10-06 23:55:00,4,NORTH,Riverside,High,66.17,App,0,DL00699,D133,V091,H02,2025-10-07 00:43:00,2025-10-07 04:23:12.272724,OnTime,13.59,1.0,0.0,4.11,13.94,24,South,Consumer,2025-03-02 11:24:00,73.2,57.9,App,Active,3.670075756666667,0
O00389,C0361,Passenger,2025-01-22 11:45:00,4,Central,RiverSide,Low,65.05,App,0,DL00256,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,Delayed,8.17,1.0,0.0,3.16,14.91,65,SOUTH,Consumer,2024-01-11 17:19:00,,49.3,Web,Active,7.160398839722222,0
O00390,C0150,Passenger,2024-03-06 12:33:00,6,NORTH,NORTH,Medium,42.46,Web,0,DL00104,D102,V111,H06,2024-03-06 12:50:00,2024-03-06 20:08:19.088413,OnTime,8.75,0.0,0.0,4.45,7.5,58,north,Consumer,2025-06-08 06:44:00,88.8,60.9,App,Active,7.305302336944445,0
O00391,C0541,Retail,2024-09-29 19:42:00,1,West,RiverSide,High,12.76,API,0,,,,,,,,,,,,,48,CENTRAL,Consumer,2025-05-29 15:13:00,26.8,21.6,App,Active,,0
O00392,C0356,Retail,2025-11-24 10:04:00,6,EAST,Riverside,Medium,73.04,App,0,DL00892,D163,V115,H07,2025-11-24 12:15:00,2025-11-24 14:18:34.201194,OnTime,9.31,1.0,0.0,4.42,14.7,51,NORTH,Consumer,2025-03-23 22:48:00,76.2,41.3,Web,Active,2.059500331666667,0
O00393,C0573,Parcel,2025-10-05 17:42:00,4,CENTRAL,East,Low,64.93,Web,0,,,,,,,,,,,,,47,AIRPORT,SME,2025-02-27 18:19:00,57.3,74.4,App,Active,,0
O00394,C0479,Retail,2024-08-16 19:48:00,12,AIRPORT,WEST,Medium,71.08,App,1,DL00015,D067,V056,H04,2024-08-16 22:47:00,2024-08-17 08:15:56.080634,OnTime,26.58,3.0,0.0,4.47,21.64,48,North,Enterprise,2025-08-03 11:26:00,59.1,53.9,App,Active,9.482244620555555,0
O00395,C0060,Passenger,2024-09-28 08:58:00,1,WEST,East,Medium,20.16,Web,0,DL00434,D031,V063,H04,2024-09-28 10:53:00,2024-09-28 18:08:55.461530,Delayed,16.69,0.0,1.0,3.34,16.51,52,Central,Consumer,2024-10-15 00:09:00,85.2,83.5,App,Active,7.265405980555555,0
